Invoice_No,Date,Time,Buyer_Name,Buyer_Address,PAN,GSTIN,Item,Qty,Rate,Amount,CGST,SGST,Total,Terms,Source_File
INV/2096/0838,2016-07-05,12:55:37,Romil Walia,"069, Barad Marg, Munger-249979",,,Details:,4,640,2560,230.4,230.4,3020.8,,invoice_india_288.txt
INV/2022/0099,2024-01-15,05:03:23,Arhaan Buch,"485, Balan Circle, Bidar 379181",,,Details:,2,189,378,34.02,34.02,446.04,,invoice_india_289.jpg.txt
INV/2022/0099,2024-01-15,05:03:23,Arhaan Buch,"485, Balan Circle, Bidar 379181",,,Details:,2,189,378,34.02,34.02,446.04,,invoice_india_289.txt
INV/2010/0646,1990-12-29,22:14:10,Tara Chandra,"247, Mangat Road, Singrauli-129536",,,Details:,3,430,1290,116.1,116.1,1522.2,,invoice_india_29.jpg.txt
INV/2010/0646,1990-12-29,22:14:10,Tara Chandra,"247, Mangat Road, Singrauli-129536",,,Details:,3,430,1290,116.1,116.1,1522.2,,invoice_india_29.txt
INV/2091/0525,1977-08-26,18:56:11,Shanaya Hayre,"48/954, Ramachandran Circle, Kakinada-482696",,,Details:,3,986,2958,266.22,266.22,3490.44,,invoice_india_290.jpg.txt
INV/2091/0525,1977-08-26,18:56:11,Shanaya Hayre,"48/954, Ramachandran Circle, Kakinada-482696",,,Details:,3,986,2958,266.22,266.22,3490.44,,invoice_india_290.txt
INV/2066/0877,1991-11-29,21:10:04,Dharmajan Mangal,"57/027, Borah, Ulhasnagar 418691",,,Details:,2,566,1132,101.88,101.88,1335.76,,invoice_india_291.jpg.txt
INV/2066/0877,1991-11-29,21:10:04,Dharmajan Mangal,"57/027, Borah, Ulhasnagar 418691",,,Details:,2,566,1132,101.88,101.88,1335.76,,invoice_india_291.txt
INV/2085/0216,2002-10-20,11:42:47,Sana Chahal,"80/145, Ghosh Ganj, Patiala 729795",,,Details:,1,359,359,32.31,32.31,423.62,,invoice_india_292.jpg.txt
INV/2085/0216,2002-10-20,11:42:47,Sana Chahal,"80/145, Ghosh Ganj, Patiala 729795",,,Details:,1,359,359,32.31,32.31,423.62,,invoice_india_292.txt
INV/2052/0788,2013-05-19,21:15:42,Miraya Shan,"57/894, Raman Marg, Sasaram 621676",,50ABCDE11252Z21,Details:,3,136,408,36.72,36.72,481.44,,invoice_india_293.jpg.txt
INV/2052/0788,2013-05-19,21:15:42,Miraya Shan,"57/894, Raman Marg, Sasaram 621676",,50ABCDE11252Z21,Details:,3,136,408,36.72,36.72,481.44,,invoice_india_293.txt
INV/2016/0320,1987-01-07,16:39:42,Raghav Raja,"35/205, Zacharia Marg, Anantapur-359188",,,Details:,3,452,1356,122.04,122.04,1600.08,,invoice_india_294.jpg.txt
INV/2016/0320,1987-01-07,16:39:42,Raghav Raja,"35/205, Zacharia Marg, Anantapur-359188",,,Details:,3,452,1356,122.04,122.04,1600.08,,invoice_india_294.txt
INV/2018/0659,1992-12-21,16:39:42,Jivin Bera,"47/581, Deol Road, Hazaribagh 481875",,,Details:,4,323,1292,116.28,116.28,1524.56,,invoice_india_295.jpg.txt
INV/2018/0659,1992-12-21,16:39:42,Jivin Bera,"47/581, Deol Road, Hazaribagh 481875",,,Details:,4,323,1292,116.28,116.28,1524.56,,invoice_india_295.txt
INV/2051/0866,1970-07-31,02:58:36,Jivika Sarraf,"177, Srinivasan Street, Munger-274278",,,Details:,5,163,815,73.35,73.35,961.7,,invoice_india_296.jpg.txt
INV/2051/0866,1970-07-31,02:58:36,Jivika Sarraf,"177, Srinivasan Street, Munger-274278",,,Details:,5,163,815,73.35,73.35,961.7,,invoice_india_296.txt
INV/2018/0386,1998-04-13,16:25:20,Tiya Chopra,"92/07, Gade Road, Kurnool-673986",,11ABCDE57742Z41,Details:,1,873,873,78.57,78.57,1030.14,,invoice_india_297.jpg.txt
INV/2018/0386,1998-04-13,16:25:20,Tiya Chopra,"92/07, Gade Road, Kurnool-673986",,11ABCDE57742Z41,Details:,1,873,873,78.57,78.57,1030.14,,invoice_india_297.txt
INV/2079/0333,2002-10-19,13:08:20,Ryan Thakkar,"01/97, Agarwal Path, Visakhapatnam 239264",,,Details:,2,525,1050,94.5,94.5,1239.0,,invoice_india_298.jpg.txt
INV/2079/0333,2002-10-19,13:08:20,Ryan Thakkar,"01/97, Agarwal Path, Visakhapatnam 239264",,,Details:,2,525,1050,94.5,94.5,1239.0,,invoice_india_298.txt
INV/2034/0655,2018-01-27,07:02:45,Sumer Shenoy,"H.No. 80, Sarkar Chowk, Nagercoil 322844",,,Details:,3,892,2676,240.84,240.84,3157.68,,invoice_india_299.jpg.txt
INV/2034/0655,2018-01-27,07:02:45,Sumer Shenoy,"H.No. 80, Sarkar Chowk, Nagercoil 322844",,,Details:,3,892,2676,240.84,240.84,3157.68,,invoice_india_299.txt
INV/2079/0864,1997-12-04,02:59:53,Divit Anand,"184, Konda Path, Thrissur 167188",,,Details:,2,974,1948,175.32,175.32,2298.64,,invoice_india_3.jpg.txt
INV/2079/0864,1997-12-04,02:59:53,Divit Anand,"184, Konda Path, Thrissur 167188",,,Details:,2,974,1948,175.32,175.32,2298.64,,invoice_india_3.txt
INV/2060/0103,1974-10-09,14:21:31,Mohanlal Chopra,"H.No. 84, Tak Marg, Bidar 871128",,,Details:,3,613,1839,165.51,165.51,2170.02,,invoice_india_30.jpg.txt
INV/2060/0103,1974-10-09,14:21:31,Mohanlal Chopra,"H.No. 84, Tak Marg, Bidar 871128",,,Details:,3,613,1839,165.51,165.51,2170.02,,invoice_india_30.txt
INV/2044/0437,2024-03-02,23:26:33,Bhamini Rout,"98/484, Lata Marg, Dehradun-169729",,,Details:,1,916,916,82.44,82.44,1080.88,,invoice_india_300.jpg.txt
INV/2044/0437,2024-03-02,23:26:33,Bhamini Rout,"98/484, Lata Marg, Dehradun-169729",,,Details:,1,916,916,82.44,82.44,1080.88,,invoice_india_300.txt
INV/2084/0543,1996-02-14,02:17:21,Vardaniya Ghose,"168, Goyal Ganj, Thanjavur 150713",,,Details:,1,333,333,29.97,29.97,392.94,,invoice_india_301.jpg.txt
INV/2084/0543,1996-02-14,02:17:21,Vardaniya Ghose,"168, Goyal Ganj, Thanjavur 150713",,,Details:,1,333,333,29.97,29.97,392.94,,invoice_india_301.txt
INV/2019/0520,1998-09-16,13:59:41,Vanya Bera,"48/00, Kaur Zila, South Dumdum-542635",,,Details:,5,796,3980,358.2,358.2,4696.4,,invoice_india_302.jpg.txt
INV/2019/0520,1998-09-16,13:59:41,Vanya Bera,"48/00, Kaur Zila, South Dumdum-542635",,,Details:,5,796,3980,358.2,358.2,4696.4,,invoice_india_302.txt
INV/2068/0540,2004-03-05,15:26:54,Navya Khalsa,"913, Tella Road, Patna 952475",,,Details:,5,665,3325,299.25,299.25,3923.5,,invoice_india_303.jpg.txt
INV/2068/0540,2004-03-05,15:26:54,Navya Khalsa,"913, Tella Road, Patna 952475",,,Details:,5,665,3325,299.25,299.25,3923.5,,invoice_india_303.txt
INV/2036/0455,1997-04-02,00:18:26,Aarav Solanki,"66/17, Chatterjee Street, Bhavnagar 593526",,,Details:,2,638,1276,114.84,114.84,1505.68,,invoice_india_304.jpg.txt
INV/2036/0455,1997-04-02,00:18:26,Aarav Solanki,"66/17, Chatterjee Street, Bhavnagar 593526",,,Details:,2,638,1276,114.84,114.84,1505.68,,invoice_india_304.txt
INV/2028/0983,1986-12-14,19:19:14,Yuvaan Chana,"84, Chadha Chowk, Bhimavaram-323204",,,Details:,3,566,1698,152.82,152.82,2003.64,,invoice_india_305.jpg.txt
INV/2028/0983,1986-12-14,19:19:14,Yuvaan Chana,"84, Chadha Chowk, Bhimavaram-323204",,,Details:,3,566,1698,152.82,152.82,2003.64,,invoice_india_305.txt
INV/2034/0457,1985-11-12,03:53:02,Bhavin Dada,"22/655, Bajwa Chowk, Khora -455755",,,Details:,4,382,1528,137.52,137.52,1803.04,,invoice_india_306.jpg.txt
INV/2034/0457,1985-11-12,03:53:02,Bhavin Dada,"22/655, Bajwa Chowk, Khora -455755",,,Details:,4,382,1528,137.52,137.52,1803.04,,invoice_india_306.txt
INV/2066/0269,2015-02-25,15:59:58,Mehul Sharma,"810, Ramanathan Zila, Gwalior 056209",,,Details:,5,762,3810,342.9,342.9,4495.8,,invoice_india_307.jpg.txt
INV/2066/0269,2015-02-25,15:59:58,Mehul Sharma,"810, Ramanathan Zila, Gwalior 056209",,,Details:,5,762,3810,342.9,342.9,4495.8,,invoice_india_307.txt
INV/2049/0588,2020-03-28,07:32:00,Kaira Gokhale,"H.No. 384, Ravel Road, Bahraich 572980",,,Details:,4,837,3348,301.32,301.32,3950.64,,invoice_india_308.jpg.txt
INV/2049/0588,2020-03-28,07:32:00,Kaira Gokhale,"H.No. 384, Ravel Road, Bahraich 572980",,,Details:,4,837,3348,301.32,301.32,3950.64,,invoice_india_308.txt
INV/2055/0584,2007-06-06,18:22:02,Misha Tiwari,"703, Grover Path, Visakhapatnam-051730",,,Details:,1,954,954,85.86,85.86,1125.72,,invoice_india_309.jpg.txt
INV/2055/0584,2007-06-06,18:22:02,Misha Tiwari,"703, Grover Path, Visakhapatnam-051730",,,Details:,1,954,954,85.86,85.86,1125.72,,invoice_india_309.txt
INV/2089/0202,1994-06-30,03:39:12,Khushi Babu,"89/024, Yogi Ganj, Hubli-Dharwad-563638",,,Details:,5,392,1960,176.4,176.4,2312.8,,invoice_india_31.jpg.txt
INV/2089/0202,1994-06-30,03:39:12,Khushi Babu,"89/024, Yogi Ganj, Hubli-Dharwad-563638",,,Details:,5,392,1960,176.4,176.4,2312.8,,invoice_india_31.txt
INV/2075/0948,2009-07-30,07:47:49,Onkar Kumar,"H.No. 346, Ramaswamy Marg, Nadiad-977889",,,Details:,4,678,2712,244.08,244.08,3200.16,,invoice_india_310.jpg.txt
INV/2075/0948,2009-07-30,07:47:49,Onkar Kumar,"H.No. 346, Ramaswamy Marg, Nadiad-977889",,,Details:,4,678,2712,244.08,244.08,3200.16,,invoice_india_310.txt
INV/2052/0656,1984-03-07,15:24:52,Zain Swaminathan,"06, Venkataraman Path, Bathinda-159839",,,Details:,4,770,3080,277.2,277.2,3634.4,,invoice_india_311.jpg.txt
INV/2052/0656,1984-03-07,15:24:52,Zain Swaminathan,"06, Venkataraman Path, Bathinda-159839",,,Details:,4,770,3080,277.2,277.2,3634.4,,invoice_india_311.txt
INV/2044/0015,1985-11-19,04:20:42,Devansh Aggarwal,"75/284, Malhotra Nagar, Karnal-677664",,,Details:,3,532,1596,143.64,143.64,1883.28,,invoice_india_312.jpg.txt
INV/2044/0015,1985-11-19,04:20:42,Devansh Aggarwal,"75/284, Malhotra Nagar, Karnal-677664",,683ABCDE9329Z51,Details:,3,532,1596,143.64,143.64,1883.28,,invoice_india_312.txt
INV/2011/0337,2017-05-19,12:24:05,Siya Sem,"09/386, Dayal Road, Dhanbad-777121",,,Details:,2,157,314,28.26,28.26,370.52,,invoice_india_313.jpg.txt
INV/2011/0337,2017-05-19,12:24:05,Siya Sem,"09/386, Dayal Road, Dhanbad-777121",,,Details:,2,157,314,28.26,28.26,370.52,,invoice_india_313.txt
INV/2063/0034,2005-04-19,14:15:34,Hunar Subramaniam,"06/289, Lanka Path, Belgaum-242819",,,Details:,5,866,4330,389.7,389.7,5109.4,,invoice_india_314.jpg.txt
INV/2063/0034,2005-04-19,14:15:34,Hunar Subramaniam,"06/289, Lanka Path, Belgaum-242819",,,Details:,5,866,4330,389.7,389.7,5109.4,,invoice_india_314.txt
INV/2091/0392,1987-09-07,10:47:43,Hunar Kohli,"07, Gaba Chowk, Satara 460325",,,Details:,2,736,1472,132.48,132.48,1736.96,,invoice_india_315.jpg.txt
INV/2091/0392,1987-09-07,10:47:43,Hunar Kohli,"07, Gaba Chowk, Satara 460325",,,Details:,2,736,1472,132.48,132.48,1736.96,,invoice_india_315.txt
INV/2063/0179,1993-06-26,14:43:09,Hansh Ratta,"37/49, Badami Circle, Nandyal 299585",,,Details:,4,586,2344,210.96,210.96,2765.92,,invoice_india_316.jpg.txt
INV/2063/0179,1993-06-26,14:43:09,Hansh Ratta,"37/49, Badami Circle, Nandyal 299585",,,Details:,4,586,2344,210.96,210.96,2765.92,,invoice_india_316.txt
INV/2004/0404,2003-05-10,16:44:04,Nirvi Wali,"91, Gill Road, Raebareli 061349",,,Details:,5,466,2330,209.7,209.7,2749.4,,invoice_india_317.jpg.txt
INV/2004/0404,2003-05-10,16:44:04,Nirvi Wali,"91, Gill Road, Raebareli 061349",,,Details:,5,466,2330,209.7,209.7,2749.4,,invoice_india_317.txt
INV/2042/0836,2018-09-10,01:43:22,Adah Dugar,"525, Ramaswamy Road, Hubli-Dharwad-978741",,,Details:,4,397,1588,142.92,142.92,1873.84,,invoice_india_318.jpg.txt
INV/2042/0836,2018-09-10,01:43:22,Adah Dugar,"525, Ramaswamy Road, Hubli-Dharwad-978741",,,Details:,4,397,1588,142.92,142.92,1873.84,,invoice_india_318.txt
INV/2054/0789,1987-11-09,15:01:35,Jayesh Majumdar,"313, Singh Ganj, Morena-119035",,,Details:,2,152,304,27.36,27.36,358.72,,invoice_india_319.jpg.txt
INV/2054/0789,1987-11-09,15:01:35,Jayesh Majumdar,"313, Singh Ganj, Morena-119035",,,Details:,2,152,304,27.36,27.36,358.72,,invoice_india_319.txt
INV/2031/0113,2023-08-25,20:00:18,Heer Talwar,"04, Ratti Nagar, Gangtok-529147",,,Details:,2,201,402,36.18,36.18,474.36,,invoice_india_32.jpg.txt
INV/2031/0113,2023-08-25,20:00:18,Heer Talwar,"04, Ratti Nagar, Gangtok-529147",,,Details:,2,201,402,36.18,36.18,474.36,,invoice_india_32.txt
INV/2073/0445,1999-03-30,14:49:33,Samar Bhasin,"H.No. 47, Yohannan Road, Hospet-595430",,,Details:,4,797,3188,286.92,286.92,3761.84,,invoice_india_320.jpg.txt
INV/2073/0445,1999-03-30,14:49:33,Samar Bhasin,"H.No. 47, Yohannan Road, Hospet-595430",,,Details:,4,797,3188,286.92,286.92,3761.84,,invoice_india_320.txt
INV/2044/0458,2002-11-02,21:58:43,Jayesh Suresh,"82, Rajan Zila, Tiruchirappalli 238553",,,Details:,3,375,1125,101.25,101.25,1327.5,,invoice_india_321.jpg.txt
INV/2044/0458,2002-11-02,21:58:43,Jayesh Suresh,"82, Rajan Zila, Tiruchirappalli 238553",,,Details:,3,375,1125,101.25,101.25,1327.5,,invoice_india_321.txt
INV/2048/0562,2018-04-01,02:57:35,Pranay Vohra,"91, Dhar Path, Mathura 861721",,,Details:,2,194,388,34.92,34.92,457.84,,invoice_india_322.jpg.txt
INV/2048/0562,2018-04-01,02:57:35,Pranay Vohra,"91, Dhar Path, Mathura 861721",,,Details:,2,194,388,34.92,34.92,457.84,,invoice_india_322.txt
INV/2023/0372,2013-05-01,01:55:48,Kiaan Kapoor,"676, Borra Nagar, Guwahati 421047",,,Details:,3,227,681,61.29,61.29,803.58,,invoice_india_323.jpg.txt
INV/2023/0372,2013-05-01,01:55:48,Kiaan Kapoor,"676, Borra Nagar, Guwahati 421047",,,Details:,3,227,681,61.29,61.29,803.58,,invoice_india_323.txt
INV/2078/0656,1995-04-09,07:42:55,Divij Das,"860, Jha Street, Motihari-837837",,,Details:,5,466,2330,209.7,209.7,2749.4,,invoice_india_324.jpg.txt
INV/2078/0656,1995-04-09,07:42:55,Divij Das,"860, Jha Street, Motihari-837837",,,Details:,5,466,2330,209.7,209.7,2749.4,,invoice_india_324.txt
INV/2001/0458,1972-10-08,12:21:46,Dharmajan Madan,"H.No. 874, Saini, Bijapur-657791",,,Details:,1,918,918,82.62,82.62,1083.24,,invoice_india_325.jpg.txt
INV/2001/0458,1972-10-08,12:21:46,Dharmajan Madan,"H.No. 874, Saini, Bijapur-657791",,,Details:,1,918,918,82.62,82.62,1083.24,,invoice_india_325.txt
INV/2097/0412,2013-09-17,06:38:28,Aaina Khalsa,"H.No. 223, Kibe Nagar, Agartala 833495",,,Details:,5,818,4090,368.1,368.1,4826.2,,invoice_india_326.jpg.txt
INV/2097/0412,2013-09-17,06:38:28,Aaina Khalsa,"H.No. 223, Kibe Nagar, Agartala 833495",,,Details:,5,818,4090,368.1,368.1,4826.2,,invoice_india_326.txt
INV/2070/0562,1970-05-15,00:56:36,Shalv Dhingra,"92/578, Banik, Chapra-232695",,,Details:,5,724,3620,325.8,325.8,4271.6,,invoice_india_327.jpg.txt
INV/2070/0562,1970-05-15,00:56:36,Shalv Dhingra,"92/578, Banik, Chapra-232695",,,Details:,5,724,3620,325.8,325.8,4271.6,,invoice_india_327.txt
INV/2090/0145,1974-05-22,23:13:25,Ranbir Shan,"96/555, Kar, Orai 272784",,,Details:,5,851,4255,382.95,382.95,5020.9,,invoice_india_328.jpg.txt
INV/2090/0145,1974-05-22,23:13:25,Ranbir Shan,"96/555, Kar, Orai 272784",,,Details:,5,851,4255,382.95,382.95,5020.9,,invoice_india_328.txt
INV/2022/0265,2014-08-01,08:27:36,Seher Bajaj,"15/71, Mangal Marg, Alwar-727720",,,Details:,2,488,976,87.84,87.84,1151.68,,invoice_india_329.jpg.txt
INV/2022/0265,2014-08-01,08:27:36,Seher Bajaj,"15/71, Mangal Marg, Alwar-727720",,,Details:,2,488,976,87.84,87.84,1151.68,,invoice_india_329.txt
INV/2000/0523,1976-07-30,18:18:40,Gatik Kant,"H.No. 366, Devan Chowk, Yamunanagar-247059",,,Details:,1,922,922,82.98,82.98,1087.96,,invoice_india_33.jpg.txt
INV/2000/0523,1976-07-30,18:18:40,Gatik Kant,"H.No. 366, Devan Chowk, Yamunanagar-247059",,,Details:,1,922,922,82.98,82.98,1087.96,,invoice_india_33.txt
INV/2088/0821,1974-01-02,00:23:45,Aarna Bahri,"H.No. 507, Deol Path, Proddatur-711178",,,Details:,4,113,452,40.68,40.68,533.36,,invoice_india_330.jpg.txt
INV/2088/0821,1974-01-02,00:23:45,Aarna Bahri,"H.No. 507, Deol Path, Proddatur-711178",,,Details:,4,113,452,40.68,40.68,533.36,,invoice_india_330.txt
INV/2005/0716,2004-09-29,06:49:14,Shray Bhatti,"92/312, Kala Road, Dhanbad-221654",,7OABCDE09992Z71,Details:,5,767,3835,345.15,345.15,4525.3,,invoice_india_331.jpg.txt
INV/2005/0716,2004-09-29,06:49:14,Shray Bhatti,"92/312, Kala Road, Dhanbad-221654",,7OABCDE09992Z71,Details:,5,767,3835,345.15,345.15,4525.3,,invoice_india_331.txt
INV/2005/0829,2012-10-27,21:29:59,Saksham Kothari,"H.No. 657, Khatri Ganj, Vijayawada 866307",,,Details:,2,481,962,86.58,86.58,1135.16,,invoice_india_332.jpg.txt
INV/2005/0829,2012-10-27,21:29:59,Saksham Kothari,"H.No. 657, Khatri Ganj, Vijayawada 866307",,,Details:,2,481,962,86.58,86.58,1135.16,,invoice_india_332.txt
INV/2032/0233,2013-01-21,12:10:33,Drishya Sen,"475, Mannan Ganj, Junagadh-717945",,,Details:,5,932,4660,419.4,419.4,5498.8,,invoice_india_333.jpg.txt
INV/2032/0233,2013-01-21,12:10:33,Drishya Sen,"475, Mannan Ganj, Junagadh-717945",,,Details:,5,932,4660,419.4,419.4,5498.8,,invoice_india_333.txt
INV/2073/0748,1991-03-04,06:49:34,Manikya Saxena,"56, Magar Chowk, Raebareli-823850",,,Details:,1,286,286,25.74,25.74,337.48,,invoice_india_334.jpg.txt
INV/2073/0748,1991-03-04,06:49:34,Manikya Saxena,"56, Magar Chowk, Raebareli-823850",,,Details:,1,286,286,25.74,25.74,337.48,,invoice_india_334.txt
INV/2038/0777,2006-01-29,13:53:35,Romil Dey,"H.No. 16, Chad Street, Kochi-845459",,,Details:,1,230,230,20.7,20.7,271.4,,invoice_india_335.jpg.txt
INV/2038/0777,2006-01-29,13:53:35,Romil Dey,"H.No. 16, Chad Street, Kochi-845459",,,Details:,1,230,230,20.7,20.7,271.4,,invoice_india_335.txt
INV/2088/0006,1972-03-12,23:24:29,Tanya Bansal,"41/97, Sharaf, Kirari Suleman Nagar 227958",,,Details:,3,638,1914,172.26,172.26,2258.52,,invoice_india_336.jpg.txt
INV/2088/0006,1972-03-12,23:24:29,Tanya Bansal,"41/97, Sharaf, Kirari Suleman Nagar 227958",,,Details:,3,638,1914,172.26,172.26,2258.52,,invoice_india_336.txt
INV/2067/0730,1985-08-03,07:40:43,Kiaan Tandon,"21/978, Bumb Circle, Muzaffarnagar-876904",,,Details:,2,134,268,24.12,24.12,316.24,,invoice_india_337.jpg.txt
INV/2067/0730,1985-08-03,07:40:43,Kiaan Tandon,"21/978, Bumb Circle, Muzaffarnagar-876904",,,Details:,2,134,268,24.12,24.12,316.24,,invoice_india_337.txt
INV/2021/0252,2019-08-26,15:34:16,Zoya Kuruvilla,"99/48, Garg Marg, Bhusawal-108626",,,Details:,1,520,520,46.8,46.8,613.6,,invoice_india_338.jpg.txt
INV/2021/0252,2019-08-26,15:34:16,Zoya Kuruvilla,"99/48, Garg Marg, Bhusawal-108626",,,Details:,1,520,520,46.8,46.8,613.6,,invoice_india_338.txt
INV/2069/0483,1981-01-20,17:06:43,Riya Sabharwal,"19/04, Dass Path, Gopalpur 621279",,,Details:,2,842,1684,151.56,151.56,1987.12,,invoice_india_339.jpg.txt
INV/2069/0483,1981-01-20,17:06:43,Riya Sabharwal,"19/04, Dass Path, Gopalpur 621279",,,Details:,2,842,1684,151.56,151.56,1987.12,,invoice_india_339.txt
INV/2090/0947,1973-04-28,07:00:21,Ishita Ramachandran,"14/612, Yohannan Chowk, Guntakal 647037",,,Details:,2,126,252,22.68,22.68,297.36,,invoice_india_34.jpg.txt
INV/2090/0947,1973-04-28,07:00:21,Ishita Ramachandran,"14/612, Yohannan Chowk, Guntakal 647037",,,Details:,2,126,252,22.68,22.68,297.36,,invoice_india_34.txt
INV/2047/0013,2018-01-11,04:51:33,Hunar Kashyap,"H.No. 28, Kala Marg, Ichalkaranji-213773",,,Details:,2,484,968,87.12,87.12,1142.24,,invoice_india_340.jpg.txt
INV/2047/0013,2018-01-11,04:51:33,Hunar Kashyap,"H.No. 28, Kala Marg, Ichalkaranji-213773",,,Details:,2,484,968,87.12,87.12,1142.24,,invoice_india_340.txt
INV/2044/0120,2009-02-07,00:12:04,Kashvi Bobal,"95, Doctor Circle, Morbi 873677",,,Details:,5,429,2145,193.05,193.05,2531.1,,invoice_india_341.jpg.txt
INV/2044/0120,2009-02-07,00:12:04,Kashvi Bobal,"95, Doctor Circle, Morbi 873677",,,Details:,5,429,2145,193.05,193.05,2531.1,,invoice_india_341.txt
INV/2050/0666,2009-11-30,00:07:00,Dishani Dhawan,"H.No. 53, Thaman Ganj, Chandigarh-708604",,,Details:,1,201,201,18.09,18.09,237.18,,invoice_india_342.jpg.txt
INV/2050/0666,2009-11-30,00:07:00,Dishani Dhawan,"H.No. 53, Thaman Ganj, Chandigarh-708604",,,Details:,1,201,201,18.09,18.09,237.18,,invoice_india_342.txt
INV/2054/0524,1971-09-18,03:12:37,Zain Gaba,"00/772, Khalsa Ganj, Nadiad 283504",,,Details:,1,175,175,15.75,15.75,206.5,,invoice_india_343.jpg.txt
INV/2054/0524,1971-09-18,03:12:37,Zain Gaba,"00/772, Khalsa Ganj, Nadiad 283504",,,Details:,1,175,175,15.75,15.75,206.5,,invoice_india_343.txt
INV/2044/0152,2021-11-12,12:03:54,Sahil Shukla,"52/945, Kibe Ganj, Khandwa 258914",,,Details:,4,163,652,58.68,58.68,769.36,,invoice_india_344.jpg.txt
INV/2044/0152,2021-11-12,12:03:54,Sahil Shukla,"52/945, Kibe Ganj, Knandwa 258914",,7O0ABCDE4001Z31,Details:,4,163,652,58.68,58.68,769.36,,invoice_india_344.txt
INV/2088/0117,2001-06-24,20:59:46,Biju Gaba,"26, Ranganathan Road, Jamalpur 270525",,,Details:,5,392,1960,176.4,176.4,2312.8,,invoice_india_345.jpg.txt
INV/2088/0117,2001-06-24,20:59:46,Biju Gaba,"26, Ranganathan Road, Jamalpur 270525",,,Details:,5,392,1960,176.4,176.4,2312.8,,invoice_india_345.txt
INV/2012/0949,1996-07-26,00:34:40,Samaira Badami,"H.No. 18, Lad, Rajkot 952822",,,Details:,5,356,1780,160.2,160.2,2100.4,,invoice_india_346.jpg.txt
INV/2012/0949,1996-07-26,00:34:40,Samaira Badami,"H.No. 18, Lad, Rajkot 952822",,,Details:,5,356,1780,160.2,160.2,2100.4,,invoice_india_346.txt
INV/2053/0569,1987-03-23,21:59:39,Samaira Ramanathan,"19, Kakar Path, Varanasi 275516",,,Details:,3,495,1485,133.65,133.65,1752.3,,invoice_india_347.jpg.txt
INV/2053/0569,1987-03-23,21:59:39,Samaira Ramanathan,"19, Kakar Path, Varanasi 275516",,,Details:,3,495,1485,133.65,133.65,1752.3,,invoice_india_347.txt
INV/2034/0398,1992-12-19,00:48:02,Raghav Krishna,"43/77, Dora, Miryalaguda 646507",,,Details:,4,151,604,54.36,54.36,712.72,,invoice_india_348.jpg.txt
INV/2034/0398,1992-12-19,00:48:02,Raghav Krishna,"43/77, Dora, Miryalaguda 646507",,,Details:,4,151,604,54.36,54.36,712.72,,invoice_india_348.txt
INV/2003/0162,2005-10-05,08:54:46,Keya Ramachandran,"H.No. 23, Kapur Road, Korba-418113",,,Details:,3,967,2901,261.09,261.09,3423.18,,invoice_india_349.jpg.txt
INV/2003/0162,2005-10-05,08:54:46,Keya Ramachandran,"H.No. 23, Kapur Road, Korba-418113",,,Details:,3,967,2901,261.09,261.09,3423.18,,invoice_india_349.txt
INV/2074/0966,1982-04-30,21:39:44,Ishita Dayal,"H.No. 72, Bains Road, Tiruvottiyur-338392",,,Details:,5,599,2995,269.55,269.55,3534.1,,invoice_india_35.jpg.txt
INV/2074/0966,1982-04-30,21:39:44,Ishita Dayal,"H.No. 72, Bains Road, Tiruvottiyur-338392",,,Details:,5,599,2995,269.55,269.55,3534.1,,invoice_india_35.txt
INV/2021/0174,1996-10-24,16:26:04,Raunak Ramesh,"25/902, Bala Ganj, Mango-556599",,,Details:,1,996,996,89.64,89.64,1175.28,,invoice_india_350.jpg.txt
INV/2021/0174,1996-10-24,16:26:04,Raunak Ramesh,"25/902, Bala Ganj, Mango-556599",,,Details:,1,996,996,89.64,89.64,1175.28,,invoice_india_350.txt
INV/2055/0819,1987-10-17,15:11:43,Inaaya Dasgupta,"98, Badami Nagar, Thrissur-214851",,,Details:,2,799,1598,143.82,143.82,1885.64,,invoice_india_351.jpg.txt
INV/2055/0819,1987-10-17,15:11:43,Inaaya Dasgupta,"98, Badami Nagar, Thrissur-214851",,,Details:,2,799,1598,143.82,143.82,1885.64,,invoice_india_351.txt
INV/2033/0301,2021-04-30,13:09:11,Gatik Chand,"735, Bava Path, Surendranagar Dudhrej-795389",,,Details:,3,851,2553,229.77,229.77,3012.54,,invoice_india_352.jpg.txt
INV/2033/0301,2021-04-30,13:09:11,Gatik Chand,"735, Bava Path, Surendranagar Dudhrej-795389",,,Details:,3,851,2553,229.77,229.77,3012.54,,invoice_india_352.txt
INV/2088/0591,2023-01-09,05:17:57,Renee Dhillon,"768, Kala Marg, Khammam-807882",,,Details:,5,657,3285,295.65,295.65,3876.3,,invoice_india_353.jpg.txt
INV/2088/0591,2023-01-09,05:17:57,Renee Dhillon,"768, Kala Marg, Khammam-807882",,,Details:,5,657,3285,295.65,295.65,3876.3,,invoice_india_353.txt
INV/2055/0498,2023-06-29,08:35:49,Raghav Bansal,"92/61, Basak Marg, Ludhiana-571593",,,Details:,3,907,2721,244.89,244.89,3210.78,,invoice_india_354.jpg.txt
INV/2055/0498,2023-06-29,08:35:49,Raghav Bansal,"92/61, Basak Marg, Ludhiana-571593",,,Details:,3,907,2721,244.89,244.89,3210.78,,invoice_india_354.txt
